Date,Product,Category,Region,Channel,Units_Sold,Unit_Price,Stock_Remaining
2030-02-12,Headphones,Accessories,North,Online,33,63,390
2030-02-13,Laptop,Electronics,South,Store,42,839,375
2030-02-14,Printer,Electronics,East,Online,20,678,60
2030-02-15,Keyboard,Accessories,West,Online,30,747,355
2030-02-16,Headphones,Accessories,South,Online,42,871,320
2030-02-17,Keyboard,Accessories,North,Online,5,66,133
2030-02-18,Laptop,Electronics,North,Store,21,839,23
2030-02-19,Tablet,Electronics,East,Store,15,1067,292
2030-02-20,Tablet,Electronics,West,Store,20,108,44
2030-02-21,Printer,Electronics,East,Store,8,1217,178
2030-02-22,Laptop,Electronics,West,Online,49,1162,355
2030-02-23,Headphones,Accessories,West,Online,31,754,471
2030-02-24,Printer,Electronics,East,Store,12,197,357
2030-02-25,Laptop,Electronics,South,Store,21,1038,428
2030-02-26,Monitor,Electronics,East,Online,30,1385,62
2030-02-27,Mouse,Accessories,East,Online,27,1102,28
2030-02-28,Printer,Electronics,North,Store,44,920,356
2030-03-01,Printer,Electronics,North,Store,26,457,364
2030-03-02,Headphones,Accessories,East,Store,33,1471,95
2030-03-03,Keyboard,Accessories,East,Online,26,445,408
2030-03-04,Monitor,Electronics,North,Store,26,987,265
2030-03-05,Headphones,Accessories,West,Store,36,1424,290
2030-03-06,Laptop,Electronics,East,Store,40,505,54
2030-03-07,Laptop,Electronics,South,Store,1,1228,152
2030-03-08,Laptop,Electronics,South,Store,15,479,218
2030-03-09,Laptop,Electronics,South,Online,1,940,172
2030-03-10,Keyboard,Accessories,East,Store,11,1145,95
2030-03-11,Monitor,Electronics,West,Online,2,1058,122
2030-03-12,Tablet,Electronics,West,Store,1,767,11
2030-03-13,Mouse,Accessories,North,Store,31,70,3
2030-03-14,Keyboard,Accessories,East,Store,44,328,361
2030-03-15,Keyboard,Accessories,West,Online,16,1077,345
2030-03-16,Tablet,Electronics,East,Online,22,1024,66
2030-03-17,Tablet,Electronics,North,Online,42,654,144
2030-03-18,Mouse,Accessories,North,Store,18,224,456
2030-03-19,Mouse,Accessories,North,Store,47,759,476
2030-03-20,Tablet,Electronics,South,Online,17,1113,64
2030-03-21,Laptop,Electronics,East,Online,30,1273,81
2030-03-22,Keyboard,Accessories,North,Store,10,552,104
2030-03-23,Headphones,Accessories,East,Online,35,127,180
2030-03-24,Mouse,Accessories,South,Store,21,895,339
2030-03-25,Mouse,Accessories,South,Online,16,1284,440
2030-03-26,Tablet,Electronics,North,Online,6,270,104
2030-03-27,Monitor,Electronics,North,Online,3,154,225
2030-03-28,Headphones,Accessories,West,Store,41,1133,370
2030-03-29,Headphones,Accessories,East,Store,43,1483,27
2030-03-30,Mouse,Accessories,North,Online,21,708,495
2030-03-31,Laptop,Electronics,West,Store,13,1341,482
2030-04-01,Monitor,Electronics,East,Store,18,426,15
2030-04-02,Headphones,Accessories,North,Store,24,1351,276
2030-04-03,Mouse,Accessories,West,Store,27,121,332
2030-04-04,Headphones,Accessories,West,Online,4,1404,482
2030-04-05,Printer,Electronics,East,Store,22,712,297
2030-04-06,Monitor,Electronics,West,Store,24,1336,53
2030-04-07,Monitor,Electronics,East,Online,40,1189,287
2030-04-08,Printer,Electronics,East,Store,45,423,113
2030-04-09,Keyboard,Accessories,East,Store,10,833,37
2030-04-10,Printer,Electronics,South,Store,2,1045,453
2030-04-11,Tablet,Electronics,West,Online,40,1162,369
2030-04-12,Tablet,Electronics,East,Online,6,874,229
2030-04-13,Mouse,Accessories,North,Store,48,1234,165
2030-04-14,Monitor,Electronics,South,Store,18,1046,181
2030-04-15,Keyboard,Accessories,South,Online,17,961,443
2030-04-16,Keyboard,Accessories,West,Online,38,1040,204
2030-04-17,Headphones,Accessories,East,Online,45,196,365
2030-04-18,Headphones,Accessories,West,Store,23,1300,244
2030-04-19,Printer,Electronics,South,Store,46,892,358
2030-04-20,Keyboard,Accessories,East,Online,30,496,332
2030-04-21,Printer,Electronics,North,Store,21,417,430
2030-04-22,Printer,Electronics,East,Store,10,239,395
2030-04-23,Headphones,Accessories,South,Store,43,192,308
2030-04-24,Monitor,Electronics,North,Store,13,755,416
2030-04-25,Printer,Electronics,East,Store,12,1433,411
2030-04-26,Laptop,Electronics,North,Store,9,521,120
2030-04-27,Monitor,Electronics,North,Store,4,780,258
2030-04-28,Keyboard,Accessories,South,Online,39,1303,209
2030-04-29,Keyboard,Accessories,North,Online,24,150,409
2030-04-30,Printer,Electronics,West,Online,34,1156,309
2030-05-01,Monitor,Electronics,South,Online,39,817,295
2030-05-02,Headphones,Accessories,West,Online,41,818,193
2030-05-03,Headphones,Accessories,North,Online,5,949,67
2030-05-04,Tablet,Electronics,West,Online,15,742,113
2030-05-05,Keyboard,Accessories,East,Online,4,1063,219
2030-05-06,Mouse,Accessories,North,Online,39,234,219
2030-05-07,Tablet,Electronics,East,Store,8,1353,472
2030-05-08,Headphones,Accessories,West,Store,49,1294,217
2030-05-09,Monitor,Electronics,East,Online,45,507,236
2030-05-10,Headphones,Accessories,North,Store,24,1425,430
2030-05-11,Monitor,Electronics,East,Store,28,1452,385
2030-05-12,Tablet,Electronics,West,Online,43,1314,297
2030-05-13,Keyboard,Accessories,West,Online,27,1450,417
2030-05-14,Headphones,Accessories,West,Online,1,1237,93
2030-05-15,Printer,Electronics,North,Store,34,1484,252
2030-05-16,Monitor,Electronics,West,Store,17,332,404
2030-05-17,Keyboard,Accessories,North,Online,37,98,491
2030-05-18,Mouse,Accessories,East,Store,38,199,356
2030-05-19,Monitor,Electronics,West,Store,26,1023,427
2030-05-20,Tablet,Electronics,East,Store,24,694,214
2030-05-21,Mouse,Accessories,South,Online,39,33,480
2030-05-22,Mouse,Accessories,East,Store,21,878,379
2030-05-23,Laptop,Electronics,South,Store,30,265,257
2030-05-24,Headphones,Accessories,East,Store,47,1057,346
2030-05-25,Monitor,Electronics,North,Store,48,118,239
2030-05-26,Mouse,Accessories,East,Store,13,52,314
2030-05-27,Laptop,Electronics,North,Store,37,1479,213
2030-05-28,Tablet,Electronics,North,Store,3,276,97
2030-05-29,Keyboard,Accessories,West,Online,32,53,15
2030-05-30,Printer,Electronics,North,Online,35,38,403
2030-05-31,Printer,Electronics,South,Store,19,1303,153
2030-06-01,Monitor,Electronics,West,Online,14,608,15
2030-06-02,Mouse,Accessories,West,Store,48,1459,197
2030-06-03,Printer,Electronics,East,Store,22,156,492
2030-06-04,Headphones,Accessories,North,Store,17,378,107
2030-06-05,Printer,Electronics,North,Online,4,773,22
2030-06-06,Printer,Electronics,South,Store,45,1159,41
2030-06-07,Printer,Electronics,East,Store,40,423,36
2030-06-08,Laptop,Electronics,East,Online,19,1245,327
2030-06-09,Mouse,Accessories,West,Online,37,1419,389
2030-06-10,Headphones,Accessories,West,Store,2,269,164
2030-06-11,Mouse,Accessories,West,Online,15,465,115
2030-06-12,Monitor,Electronics,South,Online,2,973,149
2030-06-13,Monitor,Electronics,South,Store,11,297,5
2030-06-14,Monitor,Electronics,West,Store,45,131,31
2030-06-15,Tablet,Electronics,East,Store,23,765,144
2030-06-16,Printer,Electronics,South,Online,10,707,293
2030-06-17,Tablet,Electronics,East,Online,3,411,400
2030-06-18,Laptop,Electronics,East,Online,5,988,292
2030-06-19,Monitor,Electronics,North,Store,3,162,406
2030-06-20,Headphones,Accessories,West,Online,38,1075,176
2030-06-21,Mouse,Accessories,North,Online,13,200,444
2030-06-22,Printer,Electronics,West,Store,42,598,176
2030-06-23,Keyboard,Accessories,West,Store,19,817,60
2030-06-24,Headphones,Accessories,East,Store,40,288,76
2030-06-25,Printer,Electronics,West,Online,35,1279,415
2030-06-26,Tablet,Electronics,East,Store,24,1320,382
2030-06-27,Tablet,Electronics,East,Online,24,572,85
2030-06-28,Headphones,Accessories,West,Online,17,652,190
2030-06-29,Tablet,Electronics,East,Store,40,294,6
2030-06-30,Monitor,Electronics,East,Store,10,762,405
2030-07-01,Laptop,Electronics,East,Store,2,105,84
2030-07-02,Mouse,Accessories,South,Store,44,1106,261
2030-07-03,Laptop,Electronics,East,Store,23,423,444
2030-07-04,Printer,Electronics,South,Online,6,211,397
2030-07-05,Mouse,Accessories,South,Online,2,1336,399
2030-07-06,Mouse,Accessories,East,Online,21,1074,258
2030-07-07,Laptop,Electronics,East,Store,35,1373,392
2030-07-08,Headphones,Accessories,South,Online,49,126,46
2030-07-09,Mouse,Accessories,South,Store,29,641,340
2030-07-10,Laptop,Electronics,East,Store,7,295,497
2030-07-11,Mouse,Accessories,East,Online,29,670,93
2030-07-12,Keyboard,Accessories,West,Online,37,575,477
2030-07-13,Headphones,Accessories,South,Store,23,1125,425
2030-07-14,Monitor,Electronics,South,Online,33,1107,425
2030-07-15,Mouse,Accessories,West,Store,8,586,223
2030-07-16,Keyboard,Accessories,South,Online,12,605,278
2030-07-17,Monitor,Electronics,North,Online,46,904,2
2030-07-18,Monitor,Electronics,South,Online,48,148,128
2030-07-19,Printer,Electronics,West,Online,10,275,322
2030-07-20,Mouse,Accessories,North,Online,15,953,248
2030-07-21,Laptop,Electronics,East,Store,24,250,228
2030-07-22,Mouse,Accessories,West,Online,26,1180,326
2030-07-23,Keyboard,Accessories,West,Online,47,882,130
2030-07-24,Monitor,Electronics,East,Online,42,1498,227
2030-07-25,Mouse,Accessories,West,Store,39,374,176
2030-07-26,Laptop,Electronics,South,Store,3,165,322
2030-07-27,Printer,Electronics,East,Store,2,1076,310
2030-07-28,Mouse,Accessories,West,Store,6,279,387
2030-07-29,Headphones,Accessories,East,Store,21,106,30
2030-07-30,Printer,Electronics,East,Online,9,862,65
2030-07-31,Laptop,Electronics,East,Online,10,284,205
2030-08-01,Keyboard,Accessories,North,Online,36,411,100
2030-08-02,Monitor,Electronics,West,Store,3,251,319
2030-08-03,Mouse,Accessories,North,Store,41,920,30
2030-08-04,Laptop,Electronics,West,Online,24,607,372
2030-08-05,Printer,Electronics,South,Store,22,466,190
2030-08-06,Headphones,Accessories,South,Store,49,1172,65
2030-08-07,Laptop,Electronics,South,Store,14,1314,414
2030-08-08,Tablet,Electronics,West,Online,42,1132,302
2030-08-09,Headphones,Accessories,East,Online,45,485,234
2030-08-10,Printer,Electronics,East,Store,44,953,277
2030-08-11,Keyboard,Accessories,North,Store,27,1213,201
2030-08-12,Monitor,Electronics,North,Store,33,147,499
2030-08-13,Printer,Electronics,South,Store,22,1217,349
2030-08-14,Keyboard,Accessories,North,Online,29,1069,224
2030-08-15,Mouse,Accessories,West,Store,19,592,82
2030-08-16,Laptop,Electronics,West,Online,19,530,45
2030-08-17,Tablet,Electronics,North,Online,6,507,88
2030-08-18,Headphones,Accessories,North,Online,45,910,185
2030-08-19,Headphones,Accessories,North,Store,19,598,374
2030-08-20,Laptop,Electronics,North,Online,13,969,188
2030-08-21,Tablet,Electronics,South,Online,26,425,245
2030-08-22,Laptop,Electronics,South,Store,22,1069,45
2030-08-23,Mouse,Accessories,North,Store,21,1126,256
2030-08-24,Keyboard,Accessories,West,Store,36,383,351
2030-08-25,Printer,Electronics,South,Online,2,1410,408
2030-08-26,Headphones,Accessories,West,Store,47,1103,60
2030-08-27,Mouse,Accessories,East,Online,44,570,104
2030-08-28,Keyboard,Accessories,West,Online,30,311,336
2030-08-29,Mouse,Accessories,North,Store,27,808,13
2030-08-30,Tablet,Electronics,East,Online,7,835,300
2030-08-31,Headphones,Accessories,South,Online,20,210,76
2030-09-01,Printer,Electronics,South,Online,31,480,229
2030-09-02,Laptop,Electronics,East,Online,23,683,166
2030-09-03,Laptop,Electronics,West,Store,13,252,65
2030-09-04,Keyboard,Accessories,South,Online,17,493,31
2030-09-05,Printer,Electronics,North,Store,4,1448,95
2030-09-06,Monitor,Electronics,East,Online,14,677,57
2030-09-07,Tablet,Electronics,North,Online,20,290,103
2030-09-08,Keyboard,Accessories,East,Store,13,1177,311
2030-09-09,Monitor,Electronics,South,Online,3,190,133
2030-09-10,Mouse,Accessories,West,Online,26,1458,216
2030-09-11,Tablet,Electronics,East,Online,26,47,66
2030-09-12,Mouse,Accessories,East,Online,18,155,465
2030-09-13,Printer,Electronics,North,Online,32,944,177
2030-09-14,Headphones,Accessories,South,Online,14,424,373
2030-09-15,Tablet,Electronics,North,Store,47,996,246
2030-09-16,Monitor,Electronics,South,Store,3,907,293
2030-09-17,Headphones,Accessories,North,Store,1,1284,234
2030-09-18,Laptop,Electronics,East,Online,26,875,130
2030-09-19,Monitor,Electronics,North,Online,24,463,111
2030-09-20,Keyboard,Accessories,West,Online,49,453,388
2030-09-21,Laptop,Electronics,South,Store,35,1271,407
2030-09-22,Laptop,Electronics,South,Online,14,528,53
2030-09-23,Keyboard,Accessories,East,Store,3,1346,289
2030-09-24,Tablet,Electronics,South,Online,13,53,238
2030-09-25,Laptop,Electronics,West,Online,47,1045,239
2030-09-26,Printer,Electronics,North,Online,14,381,294
2030-09-27,Monitor,Electronics,East,Store,21,1238,111
2030-09-28,Headphones,Accessories,West,Online,26,625,87
2030-09-29,Laptop,Electronics,South,Store,3,1351,227
2030-09-30,Monitor,Electronics,South,Online,40,735,475
2030-10-01,Mouse,Accessories,West,Online,4,269,303
2030-10-02,Monitor,Electronics,North,Store,36,166,304
2030-10-03,Headphones,Accessories,North,Online,43,1389,289
2030-10-04,Monitor,Electronics,East,Online,1,367,207
2030-10-05,Keyboard,Accessories,South,Online,40,1297,355
2030-10-06,Headphones,Accessories,West,Online,47,418,390
2030-10-07,Tablet,Electronics,North,Store,33,1377,273
2030-10-08,Mouse,Accessories,East,Store,7,1219,69
2030-10-09,Keyboard,Accessories,South,Online,11,144,369
2030-10-10,Tablet,Electronics,South,Online,27,782,219
2030-10-11,Monitor,Electronics,East,Store,14,417,230
2030-10-12,Headphones,Accessories,East,Online,22,150,289
2030-10-13,Mouse,Accessories,North,Store,16,624,306
2030-10-14,Keyboard,Accessories,West,Online,46,911,360
2030-10-15,Tablet,Electronics,South,Store,12,841,348
2030-10-16,Tablet,Electronics,West,Store,49,921,254
2030-10-17,Mouse,Accessories,South,Store,46,964,451
2030-10-18,Printer,Electronics,South,Store,10,1450,141
2030-10-19,Monitor,Electronics,West,Online,24,751,68
2030-10-20,Mouse,Accessories,East,Online,46,353,88
2030-10-21,Tablet,Electronics,North,Store,18,1063,358
2030-10-22,Laptop,Electronics,South,Store,22,224,135
2030-10-23,Keyboard,Accessories,East,Store,9,975,142
2030-10-24,Mouse,Accessories,South,Store,17,374,338
2030-10-25,Printer,Electronics,North,Online,38,1216,186
2030-10-26,Tablet,Electronics,South,Store,40,1232,10
2030-10-27,Monitor,Electronics,North,Store,13,843,147
2030-10-28,Tablet,Electronics,North,Store,37,1045,438
2030-10-29,Monitor,Electronics,South,Store,6,960,291
2030-10-30,Mouse,Accessories,South,Store,21,187,337
2030-10-31,Monitor,Electronics,North,Store,36,387,397
2030-11-01,Headphones,Accessories,East,Store,7,555,441
2030-11-02,Headphones,Accessories,West,Online,36,982,37
2030-11-03,Headphones,Accessories,North,Store,25,599,344
2030-11-04,Printer,Electronics,South,Store,11,1413,207
2030-11-05,Printer,Electronics,South,Store,44,969,209
2030-11-06,Laptop,Electronics,East,Online,14,1480,0
2030-11-07,Printer,Electronics,West,Online,45,226,359
2030-11-08,Mouse,Accessories,North,Online,29,1092,64
2030-11-09,Tablet,Electronics,North,Store,10,563,0
2030-11-10,Tablet,Electronics,West,Store,48,148,242
2030-11-11,Laptop,Electronics,North,Store,5,1490,468
2030-11-12,Printer,Electronics,West,Online,8,633,380
2030-11-13,Monitor,Electronics,South,Store,46,54,315
2030-11-14,Laptop,Electronics,West,Online,5,838,24
2030-11-15,Monitor,Electronics,North,Online,24,218,346
2030-11-16,Monitor,Electronics,West,Online,40,96,393
2030-11-17,Keyboard,Accessories,East,Online,26,388,49
2030-11-18,Tablet,Electronics,South,Online,6,852,395
2030-11-19,Headphones,Accessories,South,Store,16,545,347
2030-11-20,Printer,Electronics,West,Store,36,368,240
2030-11-21,Monitor,Electronics,North,Online,12,525,31
2030-11-22,Keyboard,Accessories,East,Store,11,662,32
2030-11-23,Tablet,Electronics,South,Store,3,257,199
2030-11-24,Headphones,Accessories,South,Online,44,1323,233
2030-11-25,Monitor,Electronics,North,Online,37,1475,25
2030-11-26,Monitor,Electronics,North,Store,6,157,41
2030-11-27,Laptop,Electronics,East,Store,19,1312,433
2030-11-28,Laptop,Electronics,West,Store,18,1244,60
2030-11-29,Tablet,Electronics,North,Store,16,1185,40
2030-11-30,Headphones,Accessories,West,Online,23,631,440
2030-12-01,Monitor,Electronics,East,Store,43,699,129
2030-12-02,Tablet,Electronics,West,Online,37,858,354
2030-12-03,Tablet,Electronics,South,Online,9,957,353
2030-12-04,Mouse,Accessories,West,Store,3,374,197
2030-12-05,Printer,Electronics,East,Store,8,597,286
2030-12-06,Laptop,Electronics,East,Store,38,866,150
2030-12-07,Headphones,Accessories,East,Online,4,1372,203
2030-12-08,Monitor,Electronics,West,Online,12,578,181
2030-12-09,Tablet,Electronics,South,Online,44,868,370
2030-12-10,Monitor,Electronics,North,Online,31,1274,411
2030-12-11,Mouse,Accessories,South,Store,25,1351,206
2030-12-12,Headphones,Accessories,West,Online,16,1189,146
2030-12-13,Tablet,Electronics,West,Online,42,1195,203
2030-12-14,Monitor,Electronics,North,Store,14,159,497
2030-12-15,Laptop,Electronics,West,Online,13,682,47
2030-12-16,Printer,Electronics,East,Online,41,40,257
2030-12-17,Mouse,Accessories,East,Store,7,1297,138
2030-12-18,Headphones,Accessories,East,Online,12,83,171
2030-12-19,Mouse,Accessories,East,Online,37,1261,100
2030-12-20,Laptop,Electronics,East,Online,4,1115,186
2030-12-21,Headphones,Accessories,West,Online,2,1009,383
2030-12-22,Mouse,Accessories,North,Store,35,181,314
2030-12-23,Keyboard,Accessories,North,Online,44,149,375
2030-12-24,Laptop,Electronics,East,Store,3,600,293
2030-12-25,Laptop,Electronics,West,Online,4,244,408
2030-12-26,Laptop,Electronics,South,Store,38,599,362
2030-12-27,Keyboard,Accessories,South,Store,12,1497,20
2030-12-28,Keyboard,Accessories,West,Store,19,1002,297
2030-12-29,Monitor,Electronics,East,Online,10,1024,419
2030-12-30,Tablet,Electronics,North,Online,1,1427,392
2030-12-31,Printer,Electronics,West,Online,17,126,395
2031-01-01,Mouse,Accessories,South,Store,16,640,9
2031-01-02,Monitor,Electronics,South,Online,9,859,186
2031-01-03,Mouse,Accessories,South,Online,9,1146,493
2031-01-04,Printer,Electronics,East,Online,9,1184,132
2031-01-05,Tablet,Electronics,South,Online,12,596,32
2031-01-06,Keyboard,Accessories,West,Store,41,1177,68
2031-01-07,Tablet,Electronics,West,Store,15,218,79
2031-01-08,Keyboard,Accessories,South,Online,2,529,190
2031-01-09,Printer,Electronics,West,Online,11,686,100
2031-01-10,Tablet,Electronics,South,Online,11,98,484
2031-01-11,Monitor,Electronics,South,Store,8,913,284
2031-01-12,Headphones,Accessories,North,Online,32,531,401
2031-01-13,Monitor,Electronics,East,Store,6,269,220
2031-01-14,Mouse,Accessories,East,Store,20,908,389
2031-01-15,Monitor,Electronics,North,Online,39,1043,52
2031-01-16,Printer,Electronics,North,Online,35,618,465
2031-01-17,Laptop,Electronics,East,Online,8,772,159
2031-01-18,Mouse,Accessories,South,Store,49,619,379
2031-01-19,Tablet,Electronics,South,Store,43,994,41
2031-01-20,Mouse,Accessories,East,Online,34,502,46
2031-01-21,Headphones,Accessories,South,Store,19,855,158
2031-01-22,Keyboard,Accessories,North,Online,7,191,445
2031-01-23,Tablet,Electronics,South,Online,31,888,183
2031-01-24,Mouse,Accessories,South,Store,18,36,245
2031-01-25,Tablet,Electronics,West,Store,40,1337,10
2031-01-26,Tablet,Electronics,West,Store,14,413,153
2031-01-27,Tablet,Electronics,West,Store,39,1262,219
2031-01-28,Keyboard,Accessories,South,Online,36,253,154
2031-01-29,Printer,Electronics,East,Online,17,1433,338
2031-01-30,Monitor,Electronics,North,Online,37,267,440
2031-01-31,Tablet,Electronics,South,Store,44,71,364
2031-02-01,Laptop,Electronics,East,Online,9,34,282
2031-02-02,Printer,Electronics,South,Store,20,1367,186
2031-02-03,Headphones,Accessories,North,Store,45,460,61
2031-02-04,Keyboard,Accessories,South,Store,28,1155,147
2031-02-05,Mouse,Accessories,North,Online,20,715,386
2031-02-06,Keyboard,Accessories,South,Store,41,26,143
2031-02-07,Mouse,Accessories,North,Store,36,845,102
2031-02-08,Keyboard,Accessories,South,Store,27,1288,299
2031-02-09,Mouse,Accessories,North,Store,8,1491,92
2031-02-10,Tablet,Electronics,West,Store,32,1408,462
2031-02-11,Monitor,Electronics,South,Store,1,1410,285
2031-02-12,Mouse,Accessories,South,Store,17,1330,423
2031-02-13,Mouse,Accessories,East,Store,9,1149,118
2031-02-14,Laptop,Electronics,East,Store,20,1056,496
2031-02-15,Mouse,Accessories,North,Store,45,1189,448
2031-02-16,Laptop,Electronics,South,Store,32,497,28
2031-02-17,Headphones,Accessories,North,Store,2,650,29
2031-02-18,Tablet,Electronics,West,Online,32,734,359
2031-02-19,Laptop,Electronics,East,Online,45,134,365
2031-02-20,Monitor,Electronics,North,Store,9,528,287
2031-02-21,Printer,Electronics,North,Store,30,1195,137
2031-02-22,Tablet,Electronics,East,Store,20,76,474
2031-02-23,Laptop,Electronics,South,Online,38,401,50
2031-02-24,Tablet,Electronics,North,Online,1,1200,391
2031-02-25,Tablet,Electronics,East,Online,5,971,434
2031-02-26,Tablet,Electronics,South,Store,35,1176,291
2031-02-27,Headphones,Accessories,West,Store,36,1206,233
2031-02-28,Monitor,Electronics,East,Store,1,294,54
2031-03-01,Keyboard,Accessories,North,Store,14,1120,418
2031-03-02,Keyboard,Accessories,West,Online,9,63,291
2031-03-03,Laptop,Electronics,South,Store,30,737,239
2031-03-04,Tablet,Electronics,South,Online,24,337,311
2031-03-05,Laptop,Electronics,East,Online,4,553,35
2031-03-06,Headphones,Accessories,East,Store,14,1197,88
2031-03-07,Headphones,Accessories,East,Online,25,256,211
2031-03-08,Mouse,Accessories,South,Online,4,912,444
2031-03-09,Headphones,Accessories,West,Online,25,536,317
2031-03-10,Mouse,Accessories,South,Online,10,1264,499
2031-03-11,Monitor,Electronics,North,Store,35,1353,364
2031-03-12,Laptop,Electronics,South,Store,7,1220,244
2031-03-13,Printer,Electronics,North,Online,42,1263,464
2031-03-14,Monitor,Electronics,West,Store,13,57,86
2031-03-15,Headphones,Accessories,East,Online,4,673,408
2031-03-16,Monitor,Electronics,East,Store,43,1474,239
2031-03-17,Monitor,Electronics,South,Store,36,766,319
2031-03-18,Monitor,Electronics,East,Store,14,1246,187
2031-03-19,Headphones,Accessories,West,Store,18,860,56
2031-03-20,Printer,Electronics,East,Store,8,467,112
2031-03-21,Tablet,Electronics,South,Online,32,703,222
2031-03-22,Monitor,Electronics,West,Store,27,144,69
2031-03-23,Mouse,Accessories,North,Online,42,1108,226
2031-03-24,Headphones,Accessories,South,Online,37,812,255
2031-03-25,Monitor,Electronics,North,Store,23,803,179
2031-03-26,Printer,Electronics,West,Online,7,1287,183
2031-03-27,Tablet,Electronics,South,Store,12,245,190
2031-03-28,Headphones,Accessories,South,Online,25,484,451
2031-03-29,Keyboard,Accessories,West,Online,3,662,231
2031-03-30,Tablet,Electronics,East,Store,26,312,275
2031-03-31,Mouse,Accessories,South,Store,4,740,232
2031-04-01,Monitor,Electronics,South,Store,42,1424,53
2031-04-02,Printer,Electronics,North,Store,36,775,256
2031-04-03,Keyboard,Accessories,East,Online,15,185,492
2031-04-04,Printer,Electronics,North,Store,32,788,89
2031-04-05,Keyboard,Accessories,North,Online,29,1261,225
2031-04-06,Headphones,Accessories,East,Online,10,1026,246
2031-04-07,Keyboard,Accessories,East,Online,21,890,393
2031-04-08,Mouse,Accessories,West,Online,16,1318,150
2031-04-09,Mouse,Accessories,East,Online,47,1095,434
2031-04-10,Laptop,Electronics,South,Online,19,1417,112
2031-04-11,Mouse,Accessories,East,Store,29,1406,407
2031-04-12,Tablet,Electronics,West,Online,18,586,268
2031-04-13,Keyboard,Accessories,West,Online,44,1057,156
2031-04-14,Mouse,Accessories,West,Online,16,1383,441
2031-04-15,Headphones,Accessories,East,Store,1,621,365
2031-04-16,Printer,Electronics,East,Store,48,1132,346
2031-04-17,Printer,Electronics,North,Online,2,924,350
2031-04-18,Laptop,Electronics,North,Store,15,60,298
2031-04-19,Printer,Electronics,South,Online,39,1347,393
2031-04-20,Keyboard,Accessories,North,Store,28,1311,158
2031-04-21,Laptop,Electronics,South,Online,1,1181,486
2031-04-22,Keyboard,Accessories,West,Store,5,1049,329
2031-04-23,Headphones,Accessories,North,Store,42,261,471
2031-04-24,Laptop,Electronics,East,Store,22,181,224
2031-04-25,Monitor,Electronics,North,Online,36,1038,13
2031-04-26,Tablet,Electronics,South,Online,46,711,354
2031-04-27,Tablet,Electronics,North,Online,13,828,108
2031-04-28,Keyboard,Accessories,West,Store,1,998,417
2031-04-29,Printer,Electronics,East,Store,16,537,400
2031-04-30,Monitor,Electronics,South,Online,41,917,404
2031-05-01,Laptop,Electronics,East,Store,22,802,95
2031-05-02,Monitor,Electronics,East,Online,32,1444,194
2031-05-03,Monitor,Electronics,South,Online,16,803,57
2031-05-04,Printer,Electronics,East,Online,15,1199,462
2031-05-05,Laptop,Electronics,East,Online,46,104,391
2031-05-06,Headphones,Accessories,North,Store,42,1053,351
2031-05-07,Printer,Electronics,East,Store,12,157,293
2031-05-08,Monitor,Electronics,East,Store,1,773,153
2031-05-09,Monitor,Electronics,East,Online,17,925,63
2031-05-10,Headphones,Accessories,East,Store,41,732,157
2031-05-11,Monitor,Electronics,South,Online,28,175,264
2031-05-12,Monitor,Electronics,West,Online,7,427,120
2031-05-13,Monitor,Electronics,North,Online,9,806,287
2031-05-14,Tablet,Electronics,East,Online,22,1268,10
2031-05-15,Printer,Electronics,East,Online,26,599,213
2031-05-16,Mouse,Accessories,South,Online,12,1227,161
2031-05-17,Printer,Electronics,West,Store,7,1238,104
2031-05-18,Headphones,Accessories,East,Store,46,573,401
2031-05-19,Monitor,Electronics,South,Store,47,415,146
2031-05-20,Printer,Electronics,North,Store,15,1177,181
2031-05-21,Tablet,Electronics,North,Online,38,1352,337
2031-05-22,Headphones,Accessories,East,Online,21,829,36
2031-05-23,Keyboard,Accessories,East,Store,14,981,81
2031-05-24,Printer,Electronics,West,Store,2,561,11
2031-05-25,Keyboard,Accessories,West,Store,8,1052,3
2031-05-26,Monitor,Electronics,East,Store,45,1006,494
2031-05-27,Tablet,Electronics,South,Store,6,189,42
2031-05-28,Tablet,Electronics,West,Store,37,309,410
2031-05-29,Printer,Electronics,East,Store,37,1211,50
2031-05-30,Headphones,Accessories,West,Store,33,1387,260
2031-05-31,Headphones,Accessories,East,Online,41,1188,133
2031-06-01,Tablet,Electronics,North,Online,6,1456,460
2031-06-02,Headphones,Accessories,East,Online,26,759,86
2031-06-03,Tablet,Electronics,North,Online,39,607,361
2031-06-04,Printer,Electronics,West,Store,41,754,55
2031-06-05,Mouse,Accessories,East,Online,37,476,216
2031-06-06,Tablet,Electronics,West,Store,14,720,365
2031-06-07,Keyboard,Accessories,North,Online,37,998,67
2031-06-08,Headphones,Accessories,East,Store,8,1345,499
2031-06-09,Tablet,Electronics,West,Store,39,65,351
2031-06-10,Tablet,Electronics,North,Online,13,1060,43
2031-06-11,Printer,Electronics,West,Online,13,1403,142
2031-06-12,Headphones,Accessories,South,Store,40,1304,345
2031-06-13,Mouse,Accessories,North,Store,43,1166,41
2031-06-14,Printer,Electronics,North,Store,28,250,138
2031-06-15,Mouse,Accessories,North,Online,18,969,72
2031-06-16,Printer,Electronics,East,Online,19,656,266
2031-06-17,Headphones,Accessories,East,Store,38,131,193
2031-06-18,Laptop,Electronics,East,Online,32,612,492
